City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Valid_AQI,AQI_Outlier,Year,Month,DayOfWeek,DayOfYear,Season,Target_AQI,AQI_Lag1,AQI_Lag2,AQI_Lag3,AQI_Lag7,AQI_Roll3,AQI_Roll7,PM2.5_Lag1,PM10_Lag1,NO2_Lag1,CO_Lag1,SO2_Lag1,O3_Lag1,AQI_Change1,PM25_Change1,Month_Sin,Month_Cos,DayOfYear_Sin,DayOfYear_Cos
Bengaluru,2020-02-10,35.53,82.96,5.3,26.2,26.76,15.84,1.09,8.07,32.75,103.0,Moderate,103.0,0,2020,2,0,41,Winter,87.0,101.0,105.0,96.0,79.0,100.66666666666667,92.14285714285714,52.39,111.14,25.96,1.06,10.99,34.35,2.0,-16.86,0.8660254037844386,0.5000000000000001,0.6482618097757122,0.7614175109532997
Bengaluru,2020-02-11,33.94,77.23,6.41,28.99,27.96,12.4,1.07,7.08,34.75,87.0,Satisfactory,87.0,0,2020,2,1,42,Winter,80.0,103.0,101.0,105.0,82.0,103.0,95.57142857142857,35.53,82.96,26.2,1.09,8.07,32.75,-16.0,-1.5900000000000034,0.8660254037844386,0.5000000000000001,0.6612634749656386,0.7501537286959042
Bengaluru,2020-02-12,32.82,72.71,6.23,28.34,27.32,12.02,0.93,7.06,34.6,80.0,Satisfactory,80.0,0,2020,2,2,43,Winter,84.0,87.0,103.0,101.0,86.0,97.0,96.28571428571429,33.94,77.23,28.99,1.07,7.08,34.75,-7.0,-1.1199999999999974,0.8660254037844386,0.5000000000000001,0.6740694616546161,0.7386679638813748
Bengaluru,2020-02-13,37.67,86.81,9.5,37.32,38.56,12.15,1.06,7.06,34.92,84.0,Satisfactory,84.0,0,2020,2,3,44,Winter,111.0,80.0,87.0,103.0,96.0,90.0,95.42857142857143,32.82,72.71,28.34,0.93,7.06,34.6,4.0,4.850000000000001,0.8660254037844386,0.5000000000000001,0.6866759803451553,0.726963615332308
Bengaluru,2020-02-14,50.47,120.55,15.25,46.46,49.0,14.09,1.29,6.98,45.01,111.0,Moderate,111.0,0,2020,2,4,45,Winter,128.0,84.0,80.0,87.0,96.0,83.66666666666667,93.71428571428571,37.67,86.81,37.32,1.06,7.06,34.92,27.0,12.799999999999997,0.8660254037844386,0.5000000000000001,0.6990793005655562,0.7150441465537444
Bengaluru,2020-02-15,54.91,129.65,16.22,54.43,56.07,14.89,1.24,7.48,46.99,128.0,Moderate,128.0,0,2020,2,5,46,Winter,120.0,111.0,84.0,80.0,105.0,91.66666666666667,95.85714285714286,50.47,120.55,46.46,1.29,6.98,45.01,17.0,4.439999999999998,0.8660254037844386,0.5000000000000001,0.7112757519738152,0.7029130847082615
Bengaluru,2020-02-16,45.02,89.03,6.18,36.76,32.5,13.44,0.99,8.14,49.12,120.0,Moderate,120.0,0,2020,2,6,47,Winter,99.0,128.0,111.0,84.0,101.0,107.66666666666667,99.14285714285714,54.91,129.65,54.43,1.24,7.48,46.99,-8.0,-9.889999999999993,0.8660254037844386,0.5000000000000001,0.7232617254437388,0.6905740195722293
Bengaluru,2020-02-17,41.66,94.89,14.05,43.77,45.43,13.41,1.15,9.48,42.21,99.0,Satisfactory,99.0,0,2020,2,0,48,Winter,103.0,120.0,128.0,111.0,103.0,119.66666666666667,101.85714285714286,45.02,89.03,36.76,0.99,8.14,49.12,-21.0,-3.3600000000000065,0.8660254037844386,0.5000000000000001,0.7350336741329413,0.6780306024735382
Bengaluru,2020-02-18,43.29,105.87,6.85,42.79,38.88,15.06,1.07,7.44,47.44,103.0,Moderate,103.0,0,2020,2,1,49,Winter,101.0,99.0,120.0,128.0,87.0,115.66666666666667,101.28571428571429,41.66,94.89,43.77,1.15,9.48,42.21,4.0,1.6300000000000026,0.8660254037844386,0.5000000000000001,0.746588114532413,0.6652865452111116
Bengaluru,2020-02-19,55.31,97.46,6.29,36.85,34.52,15.25,1.28,7.62,49.57,101.0,Moderate,101.0,0,2020,2,2,50,Winter,94.0,103.0,99.0,120.0,80.0,107.33333333333333,103.57142857142857,43.29,105.87,42.79,1.07,7.44,47.44,-2.0,12.020000000000003,0.8660254037844386,0.5000000000000001,0.7579216274973472,0.6523456189565257
Bengaluru,2020-02-20,47.86,95.51,7.98,33.04,34.36,13.9,1.06,5.97,38.42,94.0,Satisfactory,94.0,0,2020,2,3,51,Winter,90.0,101.0,103.0,99.0,84.0,101.0,106.57142857142857,55.31,97.46,36.85,1.28,7.62,49.57,-7.0,-7.450000000000003,0.8660254037844386,0.5000000000000001,0.7690308592589181,0.6392116531380588
Bengaluru,2020-02-21,30.24,72.85,4.56,24.85,26.87,12.05,1.0,6.25,40.89,90.0,Satisfactory,90.0,0,2020,2,4,52,Winter,78.0,94.0,101.0,103.0,111.0,99.33333333333333,108.0,47.86,95.51,33.04,1.06,5.97,38.42,-4.0,-17.62,0.8660254037844386,0.5000000000000001,0.7799125224167177,0.6258885343075018
Bengaluru,2020-02-22,33.96,82.03,4.67,23.75,26.23,13.04,0.98,6.62,37.76,78.0,Satisfactory,78.0,0,2020,2,5,53,Winter,81.0,90.0,94.0,101.0,128.0,95.0,105.0,30.24,72.85,24.85,1.0,6.25,40.89,-12.0,3.7200000000000024,0.8660254037844386,0.5000000000000001,0.7905633969115482,0.612380204990065
Bengaluru,2020-02-23,36.3,85.26,4.15,21.8,23.7,12.61,1.09,5.92,49.19,81.0,Satisfactory,81.0,0,2020,2,6,54,Winter,82.0,78.0,90.0,94.0,120.0,87.33333333333333,97.85714285714286,33.96,82.03,23.75,0.98,6.62,37.76,3.0,2.3399999999999963,0.8660254037844386,0.5000000000000001,0.8009803309782905,0.5986906625177214
Bengaluru,2020-02-24,35.6,82.42,5.07,25.61,28.15,11.92,1.01,5.93,43.59,82.0,Satisfactory,82.0,0,2020,2,0,55,Winter,107.0,81.0,78.0,90.0,99.0,83.0,92.28571428571429,36.3,85.26,21.8,1.09,5.92,49.19,1.0,-0.6999999999999957,0.8660254037844386,0.5000000000000001,0.8111602420785621,0.5848239578463322
Bengaluru,2020-02-25,41.83,97.01,5.0,31.08,33.28,12.39,1.28,6.01,50.22,107.0,Moderate,107.0,0,2020,2,1,56,Winter,104.0,82.0,81.0,78.0,103.0,80.33333333333333,89.85714285714286,35.6,82.42,25.61,1.01,5.93,43.59,25.0,6.229999999999997,0.8660254037844386,0.5000000000000001,0.8211001178128892,0.5707841943569036
Bengaluru,2020-02-26,47.39,88.67,5.03,27.21,30.32,12.47,0.97,5.38,36.49,104.0,Moderate,104.0,0,2020,2,2,57,Winter,112.0,107.0,82.0,81.0,101.0,90.0,90.42857142857143,41.83,97.01,31.08,1.28,6.01,50.22,-3.0,5.560000000000002,0.8660254037844386,0.5000000000000001,0.8307970168121247,0.5565755266413303
Bengaluru,2020-02-27,39.39,92.84,5.95,31.61,33.19,12.63,1.16,6.72,41.29,112.0,Moderate,112.0,0,2020,2,3,58,Winter,98.0,104.0,107.0,82.0,94.0,97.66666666666667,90.85714285714286,47.39,88.67,27.21,0.97,5.38,36.49,8.0,-8.0,0.8660254037844386,0.5000000000000001,0.8402480696078469,0.5422021592729844
Bengaluru,2020-02-28,42.58,95.58,5.36,26.77,29.54,12.35,1.06,6.75,46.4,98.0,Satisfactory,98.0,0,2020,2,4,59,Winter,95.0,112.0,104.0,107.0,90.0,107.66666666666667,93.42857142857143,39.39,92.84,31.61,1.16,6.72,41.29,-14.0,3.1899999999999977,0.8660254037844386,0.5000000000000001,0.8494504794814806,0.527668345562516
Bengaluru,2020-02-29,48.75,95.45,5.79,27.79,30.87,12.22,1.01,6.22,47.04,95.0,Satisfactory,95.0,0,2020,2,5,60,Winter,101.0,98.0,112.0,104.0,78.0,104.66666666666667,94.57142857142857,42.58,95.58,26.77,1.06,6.75,46.4,-3.0,6.170000000000002,0.8660254037844386,0.5000000000000001,0.8584015232918917,0.512978386299228
Bengaluru,2020-03-01,56.2,89.66,3.51,21.91,21.37,14.37,0.98,7.09,49.93,101.0,Moderate,101.0,0,2020,3,6,61,Summer,103.0,95.0,98.0,112.0,81.0,101.66666666666667,97.0,48.75,95.45,27.79,1.01,6.22,47.04,6.0,7.450000000000003,1.0,6.123233995736766e-17,0.8670985522812081,0.4981366284784055
Bengaluru,2020-03-02,53.75,115.89,6.52,29.55,32.36,14.37,1.18,6.36,48.39,103.0,Moderate,103.0,0,2020,3,0,62,Summer,137.0,101.0,95.0,98.0,82.0,98.0,99.85714285714286,56.2,89.66,21.91,0.98,7.09,49.93,2.0,-2.450000000000003,1.0,6.123233995736766e-17,0.8755389928586302,0.4831474640149687
Bengaluru,2020-03-03,70.78,154.34,8.97,32.33,35.82,14.47,1.27,6.96,61.01,137.0,Moderate,137.0,0,2020,3,1,63,Summer,131.0,103.0,101.0,95.0,107.0,99.66666666666667,102.85714285714286,53.75,115.89,29.55,1.18,6.36,48.39,34.0,17.03,1.0,6.123233995736766e-17,0.8837203473619977,0.4680153284438345
Bengaluru,2020-03-04,55.66,118.07,12.1,33.05,39.86,15.46,1.22,6.6,52.01,131.0,Moderate,131.0,0,2020,3,2,64,Summer,117.0,137.0,103.0,101.0,104.0,113.66666666666667,107.14285714285714,70.78,154.34,32.33,1.27,6.96,61.01,-6.0,-15.120000000000005,1.0,6.123233995736766e-17,0.8916401947968874,0.45274469960737107
Bengaluru,2020-03-05,57.89,111.38,6.09,28.68,30.95,14.39,1.04,7.21,53.06,117.0,Moderate,117.0,0,2020,3,3,65,Summer,100.0,131.0,137.0,103.0,112.0,123.66666666666667,111.0,55.66,118.07,33.05,1.22,6.6,52.01,-14.0,2.230000000000004,1.0,6.123233995736766e-17,0.8992961915530253,0.4373400963303323
Bengaluru,2020-03-06,41.84,83.19,5.52,23.14,25.33,13.61,0.94,8.07,50.82,100.0,Satisfactory,100.0,0,2020,3,4,66,Summer,93.0,117.0,131.0,137.0,98.0,128.33333333333334,111.71428571428571,57.89,111.38,28.68,1.04,7.21,53.06,-17.0,-16.049999999999997,1.0,6.123233995736766e-17,0.9066860720977985,0.4218060770826634
Bengaluru,2020-03-07,44.33,89.88,5.26,26.8,28.22,15.57,0.98,7.12,37.49,93.0,Satisfactory,93.0,0,2020,3,5,67,Summer,91.0,100.0,117.0,131.0,95.0,116.0,112.0,41.84,83.19,23.14,0.94,8.07,50.82,-7.0,2.489999999999995,1.0,6.123233995736766e-17,0.9138076496466615,0.4061472386305789
Bengaluru,2020-03-08,38.66,84.01,3.91,21.71,22.73,14.03,0.88,6.71,40.31,91.0,Satisfactory,91.0,0,2020,3,6,68,Summer,99.0,93.0,100.0,117.0,101.0,103.33333333333333,111.71428571428571,44.33,89.88,26.8,0.98,7.12,37.49,-2.0,-5.670000000000002,1.0,6.123233995736766e-17,0.9206588168102428,0.3903682146763026
Bengaluru,2020-03-09,38.88,84.66,4.74,23.26,24.69,13.54,0.99,7.41,45.57,99.0,Satisfactory,99.0,0,2020,3,0,69,Summer,93.0,91.0,93.0,100.0,103.0,94.66666666666667,110.28571428571429,38.66,84.01,21.71,0.88,6.71,40.31,8.0,0.22000000000000597,1.0,6.123233995736766e-17,0.9272375462179537,0.374473674486883
Bengaluru,2020-03-10,41.48,89.64,3.92,22.84,23.81,12.71,0.94,7.08,50.57,93.0,Satisfactory,93.0,0,2020,3,1,70,Summer,95.0,99.0,91.0,93.0,137.0,94.33333333333333,109.71428571428571,38.88,84.66,23.26,0.99,7.41,45.57,-6.0,2.5999999999999943,1.0,6.123233995736766e-17,0.9335418911179212,0.35846832151248087
Bengaluru,2020-03-11,39.57,80.31,4.86,25.62,27.1,11.31,0.96,8.25,50.73,95.0,Satisfactory,95.0,0,2020,3,2,71,Summer,97.0,93.0,99.0,91.0,131.0,94.33333333333333,103.42857142857143,41.48,89.64,22.84,0.94,7.08,50.57,2.0,-1.9099999999999966,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542
Bengaluru,2020-03-12,34.62,78.55,6.45,28.58,30.35,10.85,1.05,6.36,49.83,97.0,Satisfactory,97.0,0,2020,3,3,72,Summer,90.0,95.0,93.0,99.0,117.0,95.66666666666667,98.28571428571429,39.57,80.31,25.62,0.96,8.25,50.73,2.0,-4.950000000000003,1.0,6.123233995736766e-17,0.945320046913132,0.3261441535642696
Bengaluru,2020-03-13,34.77,76.68,6.76,27.42,30.03,10.94,0.93,7.36,42.26,90.0,Satisfactory,90.0,0,2020,3,4,73,Summer,86.0,97.0,95.0,93.0,100.0,95.0,95.42857142857143,34.62,78.55,28.58,1.05,6.36,49.83,-7.0,0.15000000000000568,1.0,6.123233995736766e-17,0.9507903724625832,0.3098349038318025
Bengaluru,2020-03-14,29.97,72.04,5.47,27.04,28.63,10.8,0.91,6.65,38.8,86.0,Satisfactory,86.0,0,2020,3,5,74,Summer,88.0,90.0,97.0,95.0,93.0,94.0,94.0,34.77,76.68,27.42,0.93,7.36,42.26,-4.0,-4.800000000000004,1.0,6.123233995736766e-17,0.9559793438440766,0.2934339689665273
Bengaluru,2020-03-15,33.96,72.17,4.07,22.19,23.19,11.55,0.92,6.97,49.32,88.0,Satisfactory,88.0,0,2020,3,6,75,Summer,79.0,86.0,90.0,97.0,91.0,91.0,93.0,29.97,72.04,27.04,0.91,6.65,38.8,2.0,3.990000000000002,1.0,6.123233995736766e-17,0.9608854255574977,0.27694620226893646
Bengaluru,2020-03-16,26.15,71.05,4.54,21.45,23.54,11.07,0.84,6.75,36.51,79.0,Satisfactory,79.0,0,2020,3,0,76,Summer,77.0,88.0,86.0,90.0,99.0,88.0,92.57142857142857,33.96,72.17,22.19,0.92,6.97,49.32,-9.0,-7.810000000000002,1.0,6.123233995736766e-17,0.9655071658143364,0.2603764827344581
Bengaluru,2020-03-17,24.15,77.96,4.75,19.78,22.33,10.48,0.86,7.01,31.85,77.0,Satisfactory,77.0,0,2020,3,1,77,Summer,78.0,79.0,88.0,86.0,93.0,84.33333333333333,89.71428571428571,26.15,71.05,21.45,0.84,6.75,36.51,-2.0,-2.0,1.0,6.123233995736766e-17,0.969843196967294,0.24372971360968387
Bengaluru,2020-03-18,29.66,72.55,4.54,24.72,25.9,11.06,0.9,7.25,39.28,78.0,Satisfactory,78.0,0,2020,3,2,78,Summer,91.0,77.0,79.0,88.0,95.0,81.33333333333333,87.42857142857143,24.15,77.96,19.78,0.86,7.01,31.85,1.0,5.510000000000002,1.0,6.123233995736766e-17,0.9738922359149924,0.22701082094141847
Bengaluru,2020-03-19,38.15,87.04,4.96,26.49,27.94,12.13,0.93,7.97,55.4,91.0,Satisfactory,91.0,0,2020,3,3,79,Summer,100.0,78.0,77.0,79.0,97.0,78.0,85.0,29.66,72.55,24.72,0.9,7.25,39.28,13.0,8.489999999999998,1.0,6.123233995736766e-17,0.9776530844816641,0.2102247521189836
Bengaluru,2020-03-20,43.31,94.45,3.79,23.38,24.16,13.53,0.98,6.97,53.12,100.0,Satisfactory,100.0,0,2020,3,4,80,Summer,103.0,91.0,78.0,77.0,90.0,82.0,84.14285714285714,38.15,87.04,26.49,0.93,7.97,55.4,9.0,5.160000000000004,1.0,6.123233995736766e-17,0.981124629771712,0.19337647441020586
Bengaluru,2020-03-21,40.62,95.67,6.2,31.05,32.76,13.76,1.06,6.75,59.91,103.0,Moderate,103.0,0,2020,3,5,81,Summer,99.0,100.0,91.0,78.0,86.0,89.66666666666667,85.57142857142857,43.31,94.45,23.38,0.98,6.97,53.12,3.0,-2.690000000000005,1.0,6.123233995736766e-17,0.984305844499033,0.17647097349152166
Bengaluru,2020-03-22,30.16,66.88,4.2,13.39,14.52,12.95,0.82,6.92,48.99,99.0,Satisfactory,99.0,0,2020,3,6,82,Summer,85.0,103.0,100.0,91.0,88.0,98.0,88.0,40.62,95.67,31.05,1.06,6.75,59.91,-4.0,-10.459999999999997,1.0,6.123233995736766e-17,0.9871957872910085,0.15951325197263655
Bengaluru,2020-03-23,40.28,82.77,4.01,20.12,20.75,13.99,1.05,6.03,42.02,85.0,Satisfactory,85.0,0,2020,3,0,83,Summer,106.0,99.0,103.0,100.0,79.0,100.66666666666667,89.57142857142857,30.16,66.88,13.39,0.82,6.92,48.99,-14.0,10.120000000000001,1.0,6.123233995736766e-17,0.9897936029670716,0.14250832791617088
Bengaluru,2020-03-24,50.85,82.89,3.45,15.65,16.61,14.92,0.86,6.39,39.76,106.0,Moderate,106.0,0,2020,3,1,84,Summer,70.0,85.0,99.0,103.0,77.0,95.66666666666667,90.42857142857143,40.28,82.77,20.12,1.05,6.03,42.02,21.0,10.57,1.0,6.123233995736766e-17,0.992098522791769,0.12546123335273648
Bengaluru,2020-03-25,25.25,48.81,2.62,9.73,11.41,11.91,0.76,7.92,38.24,70.0,Satisfactory,70.0,0,2020,3,2,85,Summer,61.0,106.0,85.0,99.0,78.0,96.66666666666667,94.57142857142857,50.85,82.89,15.65,0.86,6.39,39.76,-36.0,-25.6,1.0,6.123233995736766e-17,0.9941098647022418,0.10837701279187609
Bengaluru,2020-03-26,27.77,51.53,2.55,8.99,10.63,11.25,0.7,5.87,35.05,61.0,Satisfactory,61.0,0,2020,3,3,86,Summer,67.0,70.0,106.0,85.0,91.0,87.0,93.42857142857143,25.25,48.81,9.73,0.76,7.92,38.24,-9.0,2.5199999999999996,1.0,6.123233995736766e-17,0.9958270335100595,0.09126072172931188
Bengaluru,2020-03-27,27.47,51.79,3.22,9.44,11.22,11.09,0.85,6.49,35.6,67.0,Satisfactory,67.0,0,2020,3,4,87,Summer,70.0,61.0,70.0,106.0,100.0,79.0,89.14285714285714,27.77,51.53,8.99,0.7,5.87,35.05,6.0,-0.3000000000000007,1.0,6.123233995736766e-17,0.9972495210773451,0.07411742515094437
Bengaluru,2020-03-28,24.89,45.75,2.63,10.58,12.06,10.13,0.85,6.11,36.29,70.0,Satisfactory,70.0,0,2020,3,5,88,Summer,66.0,67.0,61.0,70.0,103.0,66.0,84.42857142857143,27.47,51.79,9.44,0.85,6.49,35.6,3.0,-2.5799999999999983,1.0,6.123233995736766e-17,0.998376906467142,0.056952196034039754
Bengaluru,2020-03-29,28.45,47.23,2.99,12.22,14.05,10.41,0.85,6.37,37.19,66.0,Satisfactory,66.0,0,2020,3,6,89,Summer,72.0,70.0,67.0,61.0,99.0,66.0,79.71428571428571,24.89,45.75,10.58,0.85,6.11,36.29,-4.0,3.5599999999999987,1.0,6.123233995736766e-17,0.9992088560679753,0.03977011384605572
Bengaluru,2020-03-30,32.46,53.57,3.02,11.09,13.51,11.12,0.91,6.77,41.31,72.0,Satisfactory,72.0,0,2020,3,0,90,Summer,68.0,66.0,70.0,67.0,85.0,67.66666666666667,75.0,28.45,47.23,12.22,0.85,6.37,37.19,6.0,4.010000000000002,1.0,6.123233995736766e-17,0.9997451236925734,0.022576263041545485
Bengaluru,2020-03-31,22.01,48.55,2.9,10.09,11.79,10.45,0.83,5.11,42.69,68.0,Satisfactory,68.0,0,2020,3,1,91,Summer,64.0,72.0,66.0,70.0,106.0,69.33333333333333,73.14285714285714,32.46,53.57,11.09,0.91,6.77,41.31,-4.0,-10.45,1.0,6.123233995736766e-17,0.9999855506507186,0.005375731557583884
Bengaluru,2020-04-01,22.54,49.89,2.51,10.37,11.6,10.18,0.76,5.81,41.52,64.0,Satisfactory,64.0,0,2020,4,2,92,Summer,70.0,68.0,72.0,66.0,70.0,68.66666666666667,67.71428571428571,22.01,48.55,10.09,0.83,5.11,42.69,-4.0,0.5299999999999976,0.8660254037844387,-0.4999999999999998,0.9999300657962057,-0.011826390691832589
Bengaluru,2020-04-02,27.12,58.49,2.43,9.58,10.93,10.92,0.86,5.56,46.12,70.0,Satisfactory,70.0,0,2020,4,3,93,Summer,82.0,64.0,68.0,72.0,61.0,68.0,66.85714285714286,22.54,49.89,10.37,0.76,5.81,41.52,6.0,4.580000000000002,0.8660254037844387,-0.4999999999999998,0.9995786855478958,-0.029025013321975237
Bengaluru,2020-04-03,34.12,69.87,2.43,9.69,11.07,11.13,0.77,6.8,49.16,82.0,Satisfactory,82.0,0,2020,4,4,94,Summer,74.0,70.0,64.0,68.0,67.0,67.33333333333333,68.14285714285714,27.12,58.49,9.58,0.86,5.56,46.12,12.0,6.9999999999999964,0.8660254037844387,-0.4999999999999998,0.9989315138848577,-0.046215046983708354
Bengaluru,2020-04-04,31.93,63.83,2.43,9.23,10.79,11.25,0.72,6.51,43.88,74.0,Satisfactory,74.0,0,2020,4,5,95,Summer,77.0,82.0,70.0,64.0,70.0,72.0,70.28571428571429,34.12,69.87,9.69,0.77,6.8,49.16,-8.0,-2.1899999999999977,0.8660254037844387,-0.4999999999999998,0.9979887423155984,-0.06339140486951038
Bengaluru,2020-04-05,30.26,67.3,2.48,9.81,11.62,11.08,0.8,6.06,39.66,77.0,Satisfactory,77.0,0,2020,4,6,96,Summer,65.0,74.0,82.0,70.0,66.0,75.33333333333333,70.85714285714286,31.93,63.83,9.23,0.72,6.51,43.88,3.0,-1.6699999999999982,0.8660254037844387,-0.4999999999999998,0.9967506498213929,-0.08054900421874167
Bengaluru,2020-04-06,22.68,50.53,2.34,11.52,11.77,11.69,0.71,4.44,42.79,65.0,Satisfactory,65.0,0,2020,4,0,97,Summer,62.0,77.0,74.0,82.0,72.0,77.66666666666667,72.42857142857143,30.26,67.3,9.81,0.8,6.06,39.66,-12.0,-7.580000000000002,0.8660254037844387,-0.4999999999999998,0.9952176027737294,-0.09768276782171598
Bengaluru,2020-04-07,15.14,20.84,3.05,13.48,14.79,16.57,0.71,5.3,42.61,62.0,Satisfactory,62.0,0,2020,4,1,98,Summer,67.0,65.0,77.0,74.0,68.0,72.0,71.42857142857143,22.68,50.53,11.52,0.71,4.44,42.79,-3.0,-7.539999999999999,0.8660254037844387,-0.4999999999999998,0.9933900548258936,-0.11478762552212701
Bengaluru,2020-04-08,18.39,28.13,2.74,13.73,14.46,13.03,0.72,5.55,52.65,67.0,Satisfactory,67.0,0,2020,4,2,99,Summer,65.0,62.0,65.0,77.0,64.0,68.0,70.57142857142857,15.14,20.84,13.48,0.71,5.3,42.61,5.0,3.25,0.8660254037844387,-0.4999999999999998,0.9912685467787256,-0.13185851571739118
Bengaluru,2020-04-09,23.32,32.12,2.51,12.38,13.21,13.62,0.73,5.83,48.84,65.0,Satisfactory,65.0,0,2020,4,3,100,Summer,76.0,67.0,62.0,65.0,70.0,64.66666666666667,71.0,18.39,28.13,13.73,0.72,5.55,52.65,-2.0,4.93,0.8660254037844387,-0.4999999999999998,0.9888537064205885,-0.1488903868564548
Bengaluru,2020-04-10,30.06,22.69,3.98,11.5,11.44,13.71,0.67,6.1,47.67,76.0,Satisfactory,76.0,0,2020,4,4,101,Summer,70.0,65.0,67.0,62.0,82.0,64.66666666666667,70.28571428571429,23.32,32.12,12.38,0.73,5.83,48.84,11.0,6.739999999999998,0.8660254037844387,-0.4999999999999998,0.986146248341595,-0.16587819893463143
Bengaluru,2020-04-11,26.99,35.92,2.35,10.63,11.3,16.25,0.79,6.06,45.02,70.0,Satisfactory,70.0,0,2020,4,5,102,Summer,64.0,76.0,65.0,67.0,74.0,69.33333333333333,69.42857142857143,30.06,22.69,11.5,0.67,6.1,47.67,-6.0,-3.0700000000000003,0.8660254037844387,-0.4999999999999998,0.9831469737221499,-0.1828169249850199
Bengaluru,2020-04-12,22.38,35.49,2.68,11.74,12.7,13.94,0.72,4.78,47.0,64.0,Satisfactory,64.0,0,2020,4,6,103,Summer,72.0,70.0,76.0,65.0,77.0,70.33333333333333,68.85714285714286,26.99,35.92,10.63,0.79,6.06,45.02,-6.0,-4.609999999999999,0.8660254037844387,-0.4999999999999998,0.9798567700958665,-0.1997015525660636
Bengaluru,2020-04-13,25.61,42.98,3.74,15.57,16.92,11.61,0.71,5.75,46.22,72.0,Satisfactory,72.0,0,2020,4,0,104,Summer,72.0,64.0,70.0,76.0,65.0,70.0,67.0,22.38,35.49,11.74,0.72,4.78,47.0,8.0,3.2300000000000004,0.8660254037844387,-0.4999999999999998,0.9762766110869321,-0.21652708524481437
Bengaluru,2020-04-14,30.24,52.51,3.61,15.73,16.73,10.46,0.69,6.34,46.63,72.0,Satisfactory,72.0,0,2020,4,1,105,Summer,74.0,72.0,64.0,70.0,62.0,68.66666666666667,68.0,25.61,42.98,15.57,0.71,5.75,46.22,0.0,4.629999999999999,0.8660254037844387,-0.4999999999999998,0.9724075561219968,-0.23328854407545518
Bengaluru,2020-04-15,33.62,50.11,2.76,13.81,14.7,10.86,0.67,8.19,46.04,74.0,Satisfactory,74.0,0,2020,4,2,106,Summer,66.0,72.0,72.0,64.0,67.0,69.33333333333333,69.42857142857143,30.24,52.51,15.73,0.69,6.34,46.63,2.0,3.379999999999999,0.8660254037844387,-0.4999999999999998,0.9682507501166718,-0.2499809690726521
Bengaluru,2020-04-16,25.27,42.7,2.65,12.73,13.63,9.91,0.73,6.55,43.3,66.0,Satisfactory,66.0,0,2020,4,3,107,Summer,74.0,74.0,72.0,72.0,65.0,72.66666666666667,70.42857142857143,33.62,50.11,13.81,0.67,8.19,46.04,-8.0,-8.349999999999998,0.8660254037844387,-0.4999999999999998,0.9638074231367307,-0.26659942067929354
Bengaluru,2020-04-17,40.0,50.83,2.62,12.28,13.36,10.46,0.65,5.77,41.22,74.0,Satisfactory,74.0,0,2020,4,4,108,Summer,94.0,66.0,74.0,72.0,76.0,70.66666666666667,70.57142857142857,25.27,42.7,12.73,0.73,6.55,43.3,8.0,14.73,0.8660254037844387,-0.4999999999999998,0.9590788900341131,-0.28313898122818354
Bengaluru,2020-04-18,34.03,46.7,2.53,11.74,12.25,10.25,0.72,5.59,39.05,94.0,Satisfactory,94.0,0,2020,4,5,109,Summer,67.0,74.0,66.0,74.0,70.0,71.33333333333333,70.28571428571429,40.0,50.83,12.28,0.65,5.77,41.22,20.0,-5.969999999999999,0.8660254037844387,-0.4999999999999998,0.9540665500578387,-0.2995947563972602
Bengaluru,2020-04-19,24.22,41.6,2.61,10.48,11.63,9.42,0.61,6.21,36.3,67.0,Satisfactory,67.0,0,2020,4,6,110,Summer,53.0,94.0,74.0,66.0,64.0,78.0,73.71428571428571,34.03,46.7,11.74,0.72,5.59,39.05,-27.0,-9.810000000000002,0.8660254037844387,-0.4999999999999998,0.9487718864399473,-0.31596187665790293
Bengaluru,2020-04-20,19.42,31.92,2.57,10.76,11.72,9.03,0.55,6.75,32.7,53.0,Satisfactory,53.0,0,2020,4,0,111,Summer,65.0,67.0,94.0,74.0,72.0,78.33333333333333,74.14285714285714,24.22,41.6,10.48,0.61,6.21,36.3,-14.0,-4.799999999999997,0.8660254037844387,-0.4999999999999998,0.9431964659565866,-0.33223549871590435
Bengaluru,2020-04-21,17.04,48.52,3.12,13.02,13.46,7.96,0.78,6.2,31.78,65.0,Satisfactory,65.0,0,2020,4,1,112,Summer,71.0,53.0,67.0,94.0,72.0,71.33333333333333,71.42857142857143,19.42,31.92,10.76,0.55,6.75,32.7,12.0,-2.3800000000000026,0.8660254037844387,-0.4999999999999998,0.9373419384643772,-0.3484108069446808
Bengaluru,2020-04-22,19.95,50.26,2.71,10.17,11.49,8.33,0.68,6.79,34.71,71.0,Satisfactory,71.0,0,2020,4,2,113,Summer,63.0,65.0,53.0,67.0,74.0,61.666666666666664,70.42857142857143,17.04,48.52,13.02,0.78,6.2,31.78,6.0,2.91,0.8660254037844387,-0.4999999999999998,0.9312100364121947,-0.3644830148102912
Bengaluru,2020-04-23,26.1,48.49,2.9,11.41,13.28,8.44,0.67,6.36,38.1,63.0,Satisfactory,63.0,0,2020,4,3,114,Summer,69.0,71.0,65.0,53.0,66.0,63.0,70.0,19.95,50.26,10.17,0.68,6.79,34.71,-8.0,6.150000000000002,0.8660254037844387,-0.4999999999999998,0.9248025743285089,-0.38044736628785164
